序号,订单号,订单类型,商品名称,订单日期,订单时间,起租日期,退租日期,结算日期,租金
1,WT_ZL_251130_00009,正常订单,头盔,2025-11-30,11:17:00,2025-11-30,2025-11-30,2025-11-30,70.00
2,WT_ZL_251130_00007,正常订单,普通单板套餐,2025-11-30,10:43:07,2025-11-30,2025-11-30,2025-11-30,230.00
3,WT_ZL_251130_00005,正常订单,头盔,2025-11-30,09:10:05,2025-11-30,2025-11-30,2025-11-30,70.00
4,WT_ZL_251130_00003,正常订单,【单板鞋】其他,2025-11-30,08:45:47,2025-11-30,2025-11-30,2025-11-30,120.00
5,WT_ZL_251130_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-30,08:40:40,2025-11-30,2025-11-30,2025-11-30,180.00
6,WT_ZL_251130_00001,正常订单,【双板鞋】全品牌,2025-11-30,08:25:00,2025-11-30,2025-11-30,2025-11-30,120.00
7,WT_ZL_251129_00023,正常订单,【成人中端】雪服Nandn/Swagli/Trake,2025-11-29,18:50:56,2025-11-29,2025-11-29,2025-11-29,80.00
8,WT_ZL_251129_00022,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-29,18:23:51,2025-11-29,2025-11-30,2025-11-29,180.00
9,WT_ZL_251129_00021,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-29,17:28:15,2025-11-29,2025-11-29,2025-11-29,100.00
10,WT_ZL_251129_00020,正常订单,【单板鞋】其他,2025-11-29,14:37:15,2025-11-29,2025-11-29,2025-11-29,110.00
11,WT_ZL_251129_00018,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-29,12:57:03,2025-11-29,2025-11-30,2025-11-30,400.00
12,WT_ZL_251129_00017,正常订单,【其他】普通单板,2025-11-29,12:40:24,2025-11-29,2025-11-29,2025-11-29,150.00
13,WT_ZL_251129_00016,正常订单,【单板鞋】其他,2025-11-29,12:30:37,2025-11-29,2025-11-29,2025-11-29,120.00
14,WT_ZL_251129_00014,正常订单,【其他】雪杖,2025-11-29,11:53:51,2025-11-29,2025-11-29,2025-11-29,50.00
15,WT_ZL_251129_00013,正常订单,【双板鞋】全品牌,2025-11-29,11:45:50,2025-11-29,2025-11-30,2025-11-30,240.00
16,QJ_ZL_251129_00001,正常订单,普通单板套餐,2025-11-29,11:45:41,2025-11-29,2025-11-30,2025-11-30,200.00
17,QJ_ZL_251129_00001,正常订单,【其他】普通单板,2025-11-29,11:45:41,2025-11-29,2025-11-30,2025-11-30,80.00
18,QJ_ZL_251129_00001,正常订单,普通单板套餐,2025-11-29,11:45:41,2025-11-29,2025-11-30,2025-11-30,200.00
19,WT_ZL_251129_00012,正常订单,高级双板套餐,2025-11-29,10:34:45,2025-11-29,2025-11-30,2025-11-30,540.00
20,WT_ZL_251129_00011,正常订单,【单板鞋】BurtonStepOn,2025-11-29,10:12:12,2025-11-29,2025-11-29,2025-11-29,180.00
21,WT_ZL_251129_00010,正常订单,StockLi,2025-11-29,10:07:24,2025-11-29,2025-11-30,2025-11-30,520.00
22,WT_ZL_251129_00009,正常订单,【其他】雪杖,2025-11-29,10:03:00,2025-11-29,2025-11-29,2025-11-29,50.00
23,WT_ZL_251129_00008,正常订单,【成人中端】雪服Awka小树/nobaday,2025-11-29,09:51:49,2025-11-29,2025-11-29,2025-11-29,80.00
24,WT_ZL_251129_00008,正常订单,小乌龟护臀,2025-11-29,09:51:49,2025-11-29,2025-11-29,2025-11-29,50.00
25,WT_ZL_251129_00007,正常订单,高级双板套餐,2025-11-29,09:35:51,2025-11-29,2025-11-30,2025-11-30,540.00
26,WT_ZL_251129_00005,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-29,09:33:38,2025-11-29,2025-11-29,2025-11-29,220.00
27,WT_ZL_251129_00006,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-29,09:33:31,2025-11-29,2025-11-29,2025-11-29,220.00
28,WT_ZL_251129_00004,正常订单,中级双板套餐,2025-11-29,09:18:30,2025-11-29,2025-11-30,2025-11-30,360.00
29,WT_ZL_251129_00004,正常订单,中级双板套餐,2025-11-29,09:18:30,2025-11-29,2025-11-30,2025-11-30,360.00
30,WT_ZL_251129_00003,正常订单,【中级】全能板+青少全能,2025-11-29,08:50:42,2025-11-29,2025-11-29,2025-11-29,150.00
31,WT_ZL_251129_00001,正常订单,手套,2025-11-29,08:21:22,2025-11-29,2025-11-29,2025-11-29,50.00
32,QJ_ZL_251128_00001,正常订单,【FIS】双板,2025-11-28,15:13:30,2025-11-29,2025-11-29,2025-11-29,260.00
33,WT_ZL_251128_00006,正常订单,【单板鞋】其他,2025-11-28,11:42:18,2025-11-28,2025-11-28,2025-11-29,120.00
34,WT_ZL_251128_00005,正常订单,中级双板套餐,2025-11-28,09:59:45,2025-11-28,2025-11-28,2025-11-28,180.00
35,WT_ZL_251128_00005,正常订单,【其他】普通单板,2025-11-28,09:59:45,2025-11-28,2025-11-28,2025-11-28,150.00
36,WT_ZL_251128_00004,正常订单,【单板鞋】其他,2025-11-28,09:49:30,2025-11-28,2025-11-28,2025-11-28,120.00
37,WT_ZL_251128_00002,正常订单,【单板鞋】BurtonStepOn,2025-11-28,09:43:09,2025-11-28,2025-11-28,2025-11-28,180.00
38,WT_ZL_251128_00001,正常订单,【中级】全能板+青少全能,2025-11-28,09:23:52,2025-11-28,2025-11-30,2025-11-30,390.00
39,WT_ZL_251128_00001,正常订单,【中级】全能板+青少全能,2025-11-28,09:23:52,2025-11-28,2025-11-30,2025-11-30,390.00
40,WT_ZL_251128_00001,正常订单,【中级】全能板+青少全能,2025-11-28,09:23:52,2025-11-28,2025-11-30,2025-11-30,390.00
41,WT_ZL_251127_00007,正常订单,头盔,2025-11-27,15:40:34,2025-11-27,2025-11-28,2025-11-29,120.00
42,WT_ZL_251127_00007,正常订单,头盔,2025-11-27,15:40:34,2025-11-27,2025-11-28,2025-11-29,120.00
43,WT_ZL_251127_00005,正常订单,【其他】普通单板,2025-11-27,11:40:39,2025-11-27,2025-11-27,2025-11-27,120.00
44,WT_ZL_251127_00003,正常订单,头盔,2025-11-27,11:02:07,2025-11-27,2025-11-27,2025-11-27,60.00
45,WT_ZL_251127_00003,正常订单,头盔,2025-11-27,11:02:07,2025-11-27,2025-11-27,2025-11-27,60.00
46,WT_ZL_251127_00003,正常订单,雪镜,2025-11-27,11:02:07,2025-11-27,2025-11-27,2025-11-27,60.00
47,WT_ZL_251127_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-27,09:47:33,2025-11-27,2025-11-27,2025-11-27,180.00
48,WT_ZL_251127_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-27,08:37:50,2025-11-27,2025-11-30,2025-11-30,720.00
49,QJ_ZL_251126_00002,临时订单,--,2025-11-26,17:11:47,2025-11-26,2025-11-26,2025-11-28,300.00
50,WT_ZL_251126_00008,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-26,13:15:20,2025-11-26,2025-11-27,2025-11-27,180.00
51,WT_ZL_251126_00007,正常订单,【单板鞋】其他,2025-11-26,12:49:33,2025-11-26,2025-11-26,2025-11-26,110.00
52,WT_ZL_251126_00007,正常订单,【单板鞋】其他,2025-11-26,12:49:33,2025-11-26,2025-11-26,2025-11-26,110.00
53,WT_ZL_251126_00007,正常订单,头盔,2025-11-26,12:49:33,2025-11-26,2025-11-26,2025-11-26,60.00
54,WT_ZL_251126_00007,正常订单,雪镜,2025-11-26,12:49:33,2025-11-26,2025-11-26,2025-11-26,60.00
55,WT_ZL_251126_00006,正常订单,中级双板套餐,2025-11-26,12:40:22,2025-11-26,2025-11-26,2025-11-26,200.00
56,WT_ZL_251126_00003,正常订单,BurtonStepOn套餐,2025-11-26,10:34:26,2025-11-26,2025-11-28,2025-11-28,960.00
57,WT_ZL_251126_00001,正常订单,【中级】全能板+青少全能,2025-11-26,08:50:01,2025-11-26,2025-11-26,2025-11-26,150.00
58,WT_ZL_251125_00014,正常订单,【单板鞋】其他,2025-11-25,18:36:20,2025-11-25,2025-11-25,2025-11-25,120.00
59,WT_ZL_251125_00013,正常订单,【单板鞋】其他,2025-11-25,18:30:30,2025-11-25,2025-11-25,2025-11-25,120.00
60,WT_ZL_251125_00012,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-25,15:33:09,2025-11-25,2025-11-25,2025-11-25,100.00
61,WT_ZL_251125_00012,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-25,15:33:09,2025-11-25,2025-11-25,2025-11-25,100.00
62,WT_ZL_251125_00010,正常订单,中级双板套餐,2025-11-25,13:44:44,2025-11-25,2025-11-25,2025-11-25,180.00
63,WT_ZL_251125_00009,正常订单,普通单板套餐,2025-11-25,13:25:53,2025-11-25,2025-11-25,2025-11-25,200.00
64,WT_ZL_251125_00009,正常订单,头盔,2025-11-25,13:25:53,2025-11-25,2025-11-25,2025-11-25,60.00
65,WT_ZL_251125_00008,正常订单,【单板鞋】其他,2025-11-25,11:55:08,2025-11-25,2025-11-25,2025-11-25,120.00
66,WT_ZL_251125_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-25,10:33:10,2025-11-25,2025-11-25,2025-11-25,220.00
67,WT_ZL_251125_00001,正常订单,中级双板套餐,2025-11-25,08:22:06,2025-11-25,2025-11-26,2025-11-26,400.00
68,WT_ZL_251124_00006,正常订单,雪镜,2025-11-24,12:40:10,2025-11-24,2025-11-24,2025-11-24,70.00
69,WT_ZL_251124_00005,正常订单,普通单板套餐,2025-11-24,11:21:48,2025-11-24,2025-11-26,2025-11-25,400.00
70,QJ_ZL_251124_00001,正常订单,【双板鞋】全品牌,2025-11-24,10:51:11,2025-11-24,2025-11-28,2025-11-28,300.00
71,QJ_ZL_251124_00001,正常订单,【双板鞋】全品牌,2025-11-24,10:51:11,2025-11-24,2025-11-28,2025-11-28,300.00
72,WT_ZL_251124_00004,正常订单,【中级】全能板+青少全能,2025-11-24,10:48:39,2025-11-24,2025-11-24,2025-11-24,130.00
73,WT_ZL_251124_00003,正常订单,【中级】全能板+青少全能,2025-11-24,10:12:02,2025-11-24,2025-11-24,2025-11-24,130.00
74,WT_ZL_251124_00002,正常订单,普通单板套餐,2025-11-24,10:04:42,2025-11-24,2025-11-28,2025-11-28,1000.00
75,WT_ZL_251124_00001,正常订单,【单板鞋】其他,2025-11-24,09:10:52,2025-11-24,2025-11-24,2025-11-24,110.00
76,QJ_ZL_251123_00004,临时订单,--,2025-11-23,18:04:34,2025-11-23,2025-11-23,2025-11-23,200.00
77,QJ_ZL_251123_00002,临时订单,--,2025-11-23,17:50:35,2025-11-23,2025-11-23,2025-11-23,700.00
78,WT_ZL_251123_00005,正常订单,【其他】普通单板,2025-11-23,12:30:39,2025-11-23,2025-11-23,2025-11-23,180.00
79,WT_ZL_251123_00003,正常订单,【单板鞋】其他,2025-11-23,08:44:03,2025-11-23,2025-11-23,2025-11-23,110.00
80,WT_ZL_251123_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-23,08:28:20,2025-11-23,2025-11-23,2025-11-23,220.00
81,WT_ZL_251123_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-23,08:15:35,2025-11-23,2025-11-23,2025-11-23,180.00
82,WT_ZL_251123_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-23,08:15:35,2025-11-23,2025-11-23,2025-11-23,220.00
83,WT_ZL_251123_00001,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-23,08:15:35,2025-11-23,2025-11-23,2025-11-23,220.00
84,QJ_ZL_251122_00001,正常订单,【单板鞋】其他,2025-11-22,20:48:34,2025-11-23,2025-11-23,2025-11-23,60.00
85,WT_ZL_251122_00033,正常订单,头盔,2025-11-22,18:13:42,2025-11-22,2025-11-22,2025-11-22,60.00
86,WT_ZL_251122_00032,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-22,17:34:20,2025-11-22,2025-11-22,2025-11-22,120.00
87,WT_ZL_251122_00032,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-22,17:34:20,2025-11-22,2025-11-22,2025-11-22,120.00
88,WT_ZL_251122_00031,正常订单,【其他】普通单板,2025-11-22,14:44:48,2025-11-22,2025-11-23,2025-11-23,300.00
89,WT_ZL_251122_00030,正常订单,【其他】普通单板,2025-11-22,14:01:21,2025-11-22,2025-11-22,2025-11-22,150.00
90,WT_ZL_251122_00028,正常订单,小乌龟套装,2025-11-22,13:52:09,2025-11-22,2025-11-22,2025-11-22,50.00
91,WT_ZL_251122_00028,正常订单,小乌龟套装,2025-11-22,13:52:09,2025-11-22,2025-11-22,2025-11-22,50.00
92,WT_ZL_251122_00027,正常订单,头盔,2025-11-22,13:45:06,2025-11-22,2025-11-22,2025-11-22,60.00
93,WT_ZL_251122_00027,正常订单,雪镜,2025-11-22,13:45:06,2025-11-22,2025-11-22,2025-11-22,60.00
94,WT_ZL_251122_00025,正常订单,【中级】全能板+青少全能,2025-11-22,13:30:27,2025-11-22,2025-11-23,2025-11-23,260.00
95,WT_ZL_251122_00024,正常订单,【其他】普通单板,2025-11-22,13:19:37,2025-11-22,2025-11-22,2025-11-22,150.00
96,WT_ZL_251122_00023,正常订单,【双板鞋】全品牌,2025-11-22,12:56:55,2025-11-22,2025-11-23,2025-11-23,220.00
97,WT_ZL_251122_00021,正常订单,普通单板套餐,2025-11-22,11:22:40,2025-11-22,2025-11-22,2025-11-22,230.00
98,WT_ZL_251122_00020,正常订单,【中级】全能板+青少全能,2025-11-22,11:10:35,2025-11-22,2025-11-22,2025-11-22,130.00
99,WT_ZL_251122_00019,正常订单,【双板鞋】全品牌,2025-11-22,11:08:53,2025-11-22,2025-11-22,2025-11-22,110.00
100,WT_ZL_251122_00017,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-22,10:36:13,2025-11-22,2025-11-22,2025-11-22,220.00
101,WT_ZL_251122_00015,正常订单,中级双板套餐,2025-11-22,09:51:42,2025-11-22,2025-11-22,2025-11-22,200.00
102,WT_ZL_251122_00014,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-22,09:51:30,2025-11-22,2025-11-22,2025-11-22,120.00
103,WT_ZL_251122_00013,正常订单,【其他】雪杖,2025-11-22,09:47:21,2025-11-22,2025-11-22,2025-11-22,50.00
104,WT_ZL_251122_00012,正常订单,雪镜,2025-11-22,09:37:22,2025-11-22,2025-11-22,2025-11-22,70.00
105,WT_ZL_251122_00011,正常订单,普通单板套餐,2025-11-22,09:30:47,2025-11-22,2025-11-23,2025-11-23,400.00
106,WT_ZL_251122_00010,正常订单,中级双板套餐,2025-11-22,09:23:26,2025-11-22,2025-11-23,2025-11-23,380.00
107,WT_ZL_251122_00009,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-22,09:16:09,2025-11-22,2025-11-22,2025-11-22,220.00
108,WT_ZL_251122_00008,正常订单,【双板鞋】全品牌,2025-11-22,09:15:28,2025-11-22,2025-11-22,2025-11-22,120.00
109,WT_ZL_251122_00007,正常订单,手套,2025-11-22,09:14:30,2025-11-22,2025-11-22,2025-11-22,50.00
110,WT_ZL_251122_00005,正常订单,【其他】雪杖,2025-11-22,08:52:53,2025-11-22,2025-11-22,2025-11-22,40.00
111,WT_ZL_251122_00004,正常订单,普通单板套餐,2025-11-22,08:41:34,2025-11-22,2025-11-22,2025-11-23,200.00
112,WT_ZL_251122_00002,正常订单,雪镜,2025-11-22,08:13:40,2025-11-22,2025-11-22,2025-11-22,70.00
113,WT_ZL_251121_00011,正常订单,普通单板套餐,2025-11-21,18:44:59,2025-11-21,2025-11-21,2025-11-21,200.00
114,WT_ZL_251121_00011,正常订单,头盔,2025-11-21,18:44:59,2025-11-21,2025-11-21,2025-11-21,60.00
115,WT_ZL_251121_00009,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-21,14:30:13,2025-11-21,2025-11-23,2025-11-23,540.00
116,WT_ZL_251121_00008,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-21,13:46:02,2025-11-21,2025-11-21,2025-11-21,120.00
117,WT_ZL_251121_00006,正常订单,【中级】全能板+青少全能,2025-11-21,11:52:59,2025-11-21,2025-11-22,2025-11-22,260.00
118,WT_ZL_251121_00005,正常订单,Awka小树/nobaday雪服套装,2025-11-21,10:54:47,2025-11-21,2025-11-21,2025-11-21,180.00
119,WT_ZL_251121_00005,正常订单,头盔,2025-11-21,10:54:47,2025-11-21,2025-11-21,2025-11-21,70.00
120,WT_ZL_251121_00004,正常订单,高级双板套餐,2025-11-21,10:46:02,2025-11-21,2025-11-21,2025-11-21,270.00
121,WT_ZL_251121_00003,正常订单,【单板鞋】其他,2025-11-21,10:19:06,2025-11-21,2025-11-21,2025-11-21,120.00
122,WT_ZL_251121_00002,正常订单,普通单板套餐,2025-11-21,09:24:35,2025-11-21,2025-11-21,2025-11-21,200.00
123,WT_ZL_251121_00001,正常订单,Awka小树/nobaday雪服套装,2025-11-21,09:20:14,2025-11-21,2025-11-21,2025-11-21,150.00
124,WT_ZL_251121_00001,正常订单,普通单板套餐,2025-11-21,09:20:14,2025-11-21,2025-11-21,2025-11-21,200.00
125,WT_ZL_251121_00001,正常订单,头盔,2025-11-21,09:20:14,2025-11-21,2025-11-21,2025-11-21,60.00
126,WT_ZL_251121_00001,正常订单,雪镜,2025-11-21,09:20:14,2025-11-21,2025-11-21,2025-11-21,60.00
127,WT_ZL_251120_00005,正常订单,【单板鞋】其他,2025-11-20,11:48:45,2025-11-20,2025-11-20,2025-11-20,120.00
128,WT_ZL_251120_00003,正常订单,【其他】普通单板,2025-11-20,09:13:16,2025-11-20,2025-11-21,2025-11-21,300.00
129,WT_ZL_251120_00003,正常订单,【其他】普通单板,2025-11-20,09:13:16,2025-11-20,2025-11-21,2025-11-21,300.00
130,WT_ZL_251120_00002,正常订单,【单板鞋】其他,2025-11-20,09:03:20,2025-11-20,2025-11-22,2025-11-23,440.00
131,WT_ZL_251120_00001,正常订单,【成人中端】雪裤Awka小树/nobaday,2025-11-20,08:35:48,2025-11-20,2025-11-20,2025-11-20,80.00
132,WT_ZL_251119_00006,正常订单,BurtonStepOn套餐,2025-11-19,18:43:16,2025-11-19,2025-11-21,2025-11-21,960.00
133,WT_ZL_251119_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-19,09:58:42,2025-11-19,2025-11-19,2025-11-19,180.00
134,WT_ZL_251118_00007,正常订单,【成人中端】雪裤Nandn/Swagli/Trake,2025-11-18,17:43:19,2025-11-18,2025-11-19,2025-11-19,160.00
135,WT_ZL_251118_00006,正常订单,普通单板套餐,2025-11-18,12:07:30,2025-11-18,2025-11-20,2025-11-20,600.00
136,WT_ZL_251118_00006,正常订单,Awka小树/nobaday雪服套装,2025-11-18,12:07:30,2025-11-18,2025-11-20,2025-11-20,450.00
137,WT_ZL_251118_00006,正常订单,头盔,2025-11-18,12:07:30,2025-11-18,2025-11-20,2025-11-20,180.00
138,WT_ZL_251118_00005,正常订单,头盔,2025-11-18,11:58:05,2025-11-18,2025-11-18,2025-11-18,60.00
139,WT_ZL_251118_00004,正常订单,【单板鞋】其他,2025-11-18,11:33:02,2025-11-18,2025-11-18,2025-11-18,120.00
140,WT_ZL_251118_00003,正常订单,【FIS】双板,2025-11-18,10:37:00,2025-11-18,2025-11-19,2025-11-19,560.00
141,WT_ZL_251118_00002,正常订单,手套,2025-11-18,09:41:56,2025-11-18,2025-11-18,2025-11-18,50.00
142,WT_ZL_251117_00004,正常订单,小乌龟套装,2025-11-17,12:14:47,2025-11-17,2025-11-17,2025-11-17,60.00
143,WT_ZL_251117_00003,正常订单,小乌龟护臀,2025-11-17,10:46:21,2025-11-17,2025-11-17,2025-11-17,50.00
144,WT_ZL_251116_00016,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-16,13:50:48,2025-11-16,2025-11-16,2025-11-16,100.00
145,WT_ZL_251116_00016,正常订单,Nandn/Swagli/Trake雪服套装,2025-11-16,13:50:48,2025-11-16,2025-11-16,2025-11-16,100.00
146,WT_ZL_251116_00016,正常订单,小乌龟护臀,2025-11-16,13:50:48,2025-11-16,2025-11-16,2025-11-16,50.00
147,WT_ZL_251116_00015,正常订单,Awka小树/nobaday雪服套装,2025-11-16,13:13:41,2025-11-16,2025-11-16,2025-11-16,150.00
148,WT_ZL_251116_00015,正常订单,Awka小树/nobaday雪服套装,2025-11-16,13:13:41,2025-11-16,2025-11-16,2025-11-16,150.00
149,WT_ZL_251116_00014,正常订单,【双板鞋】全品牌,2025-11-16,12:43:44,2025-11-16,2025-11-16,2025-11-16,120.00
150,WT_ZL_251116_00013,正常订单,普通单板套餐,2025-11-16,11:50:12,2025-11-16,2025-11-16,2025-11-16,230.00
151,WT_ZL_251116_00012,正常订单,小乌龟护臀,2025-11-16,11:31:23,2025-11-16,2025-11-16,2025-11-16,50.00
152,WT_ZL_251116_00010,正常订单,小乌龟套装,2025-11-16,10:38:35,2025-11-16,2025-11-16,2025-11-16,50.00
153,WT_ZL_251116_00010,正常订单,小乌龟套装,2025-11-16,10:38:35,2025-11-16,2025-11-16,2025-11-16,50.00
154,WT_ZL_251116_00009,正常订单,小乌龟护臀,2025-11-16,10:29:58,2025-11-16,2025-11-16,2025-11-16,50.00
155,WT_ZL_251116_00007,正常订单,手套,2025-11-16,10:03:29,2025-11-16,2025-11-16,2025-11-16,50.00
156,WT_ZL_251116_00007,正常订单,手套,2025-11-16,10:03:29,2025-11-16,2025-11-16,2025-11-16,50.00
157,WT_ZL_251116_00006,正常订单,普通单板套餐,2025-11-16,09:47:23,2025-11-16,2025-11-16,2025-11-16,230.00
158,WT_ZL_251116_00004,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-16,09:18:17,2025-11-16,2025-11-16,2025-11-16,220.00
159,WT_ZL_251116_00003,正常订单,普通单板套餐,2025-11-16,09:04:16,2025-11-16,2025-11-16,2025-11-16,230.00
160,WT_ZL_251116_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-16,08:56:08,2025-11-16,2025-11-18,2025-11-18,540.00
161,WT_ZL_251116_00002,正常订单,【其他】雪杖,2025-11-16,08:56:08,2025-11-16,2025-11-18,2025-11-18,120.00
162,WT_ZL_251116_00002,正常订单,【高级】民用高级+青少竞技+公园野雪,2025-11-16,08:56:08,2025-11-16,2025-11-18,2025-11-18,540.00
163,WT_ZL_251116_00002,正常订单,【其他】雪杖,2025-11-16,08:56:08,2025-11-16,2025-11-18,2025-11-18,120.00
164,WT_ZL_251116_00001,正常订单,【其他】普通单板,2025-11-16,08:49:58,2025-11-16,2025-11-16,2025-11-16,180.00
165,WT_ZL_251115_00030,正常订单,Awka小树/nobaday雪服套装,2025-11-15,18:56:32,2025-11-15,2025-11-15,2025-11-15,150.00
166,WT_ZL_251115_00030,正常订单,Awka小树/nobaday雪服套装,2025-11-15,18:56:32,2025-11-15,2025-11-15,2025-11-15,150.00
167,WT_ZL_251115_00030,正常订单,普通单板套餐,2025-11-15,18:56:32,2025-11-15,2025-11-15,2025-11-15,200.00
168,WT_ZL_251115_00029,正常订单,Awka小树/nobaday雪服套装,2025-11-15,18:42:15,2025-11-15,2025-11-16,2025-11-16,300.00
169,WT_ZL_251115_00028,正常订单,【成人中端】雪裤Awka小树/nobaday,2025-11-15,18:34:30,2025-11-15,2025-11-15,2025-11-15,80.00
170,WT_ZL_251115_00027,正常订单,【其他】雪杖,2025-11-15,18:28:28,2025-11-15,2025-11-15,2025-11-15,50.00
171,WT_ZL_251115_00026,正常订单,小乌龟护膝,2025-11-15,18:07:54,2025-11-15,2025-11-15,2025-11-15,40.00
172,WT_ZL_251115_00025,正常订单,小乌龟套装,2025-11-15,17:44:18,2025-11-15,2025-11-15,2025-11-15,50.00
173,WT_ZL_251115_00024,正常订单,【其他】普通单板,2025-11-15,17:31:28,2025-11-15,2025-11-15,2025-11-15,150.00
174,WT_ZL_251115_00023,正常订单,【其他】普通单板,2025-11-15,15:55:59,2025-11-15,2025-11-16,2025-11-16,300.00
175,WT_ZL_251115_00022,临时订单,--,2025-11-15,15:25:08,2025-11-15,2025-11-15,2025-11-16,180.00
176,WT_ZL_251115_00021,正常订单,小乌龟套装,2025-11-15,13:28:55,2025-11-15,2025-11-15,2025-11-15,50.00
177,WT_ZL_251115_00021,正常订单,小乌龟套装,2025-11-15,13:28:55,2025-11-15,2025-11-15,2025-11-15,50.00
178,WT_ZL_251115_00021,正常订单,小乌龟套装,2025-11-15,13:28:55,2025-11-15,2025-11-15,2025-11-15,50.00
179,WT_ZL_251115_00019,正常订单,小乌龟护臀,2025-11-15,13:08:38,2025-11-15,2025-11-16,2025-11-16,80.00
180,WT_ZL_251115_00018,正常订单,小乌龟护臀,2025-11-15,12:36:27,2025-11-15,2025-11-15,2025-11-15,50.00
181,WT_ZL_251115_00017,正常订单,普通单板套餐,2025-11-15,12:13:05,2025-11-15,2025-11-15,2025-11-15,230.00
